,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,health_ins,county,state,area,domestic_passengers,intl_passengers,deaths,cases_march1,cases_march15,cases_april1,ten_plus,order,density,death_prc
181,2.49,0.7724493080141616,9.694954046418482,24.57175553409863,9.834424060365485,19.02156420984873,13.331902871651828,16.0,23719.0,0.0,66826,21.03672223386107,98.40181965103405,Rutherford County,NC,564.15,0,0,2,0,0,5,13,22,118.45431179650802,2.992847095441894e-05
182,2.43,4.286264688884608,6.649328966801517,25.07545110126501,6.4887947087908575,17.44365247543826,12.418930199704617,10.3,25363.0,0.1,71948,20.940123422471785,98.9534107966865,Surry County,NC,532.17,0,0,0,0,0,2,9,22,135.19739932728265,0.0
183,2.33,2.6568489771131443,8.820738604015636,26.91008463961741,6.90401184195544,10.938626788628683,11.46620108551258,13.6,27836.0,0.8,65767,21.982149102133288,98.81703589946328,Jefferson County,OH,408.33,0,0,0,0,0,11,16,29,161.06335561922955,0.0
184,2.76,1.2014864239157534,8.86393047525199,22.003110567619228,9.356634888221397,11.820156953068421,12.374597822602663,6.2,31218.0,0.3,175769,16.34702365035928,99.23479111788768,Licking County,OH,682.5,3913999,0,4,0,0,24,20,29,257.5369963369963,2.2757141475459266e-05
185,2.54,4.729244469979892,6.068658431485206,23.612108589485782,6.8981614478598114,23.920927894283253,10.117423154266016,4.4,27481.0,0.0,115967,17.473936550915347,99.0661136357757,Wayne County,OH,554.93,446000,0,11,0,0,11,15,29,208.9759068711369,9.485457069683617e-05
186,2.38,4.0724288001443165,6.893363699912058,25.30498117121789,10.53509820280966,12.58258732270503,12.666020249396805,8.9,24881.0,0.1,110283,25.32031228747858,99.39791264292776,Douglas County,OR,5036.08,0,0,0,0,1,10,15,29,21.898579847818144,0.0
187,2.4,3.276824687848949,7.6205461374479775,26.85920211146077,12.592630189828446,7.8915846106994225,14.282813927520053,10.0,30901.0,1.8,219564,22.17531107103169,99.43797708185312,Jackson County,OR,2783.55,491000,0,0,0,2,22,18,29,78.8791291695856,0.0
188,2.55,2.8276335739370446,10.385268314175748,19.82971995801314,8.152448585535268,15.99388339575207,12.299298923114804,9.2,30306.0,0.1,154835,19.33865082184261,99.17977201537121,Franklin County,PA,772.22,0,0,0,0,0,21,18,20,200.50633239232343,0.0
189,2.37,4.749851903710485,5.627659001561742,26.697722009801282,10.455598039743661,10.571382411546123,12.345845225914154,7.3,25145.0,0.1,84501,19.67195654489296,98.46510692181157,Indiana County,PA,827.03,150000,0,2,0,0,6,11,20,102.17404447238916,2.36683589543319e-05
190,2.21,1.838804983368112,5.609388235780252,30.513832358835568,8.289084936261649,16.943864796181902,10.906799446292432,12.0,27259.0,0.3,110683,21.674511894328848,96.2686230044361,Mercer County,PA,672.58,0,0,0,0,0,8,13,20,164.56481013411042,0.0
191,2.58,0.3477024523731945,14.584819119533536,25.35584816841012,7.0925831831407615,11.58719561794655,10.905006140616702,3.7,47780.0,4.7,828604,17.759629449049246,98.36242644254676,Montgomery County,PA,483.04,14122000,1914800,89,0,20,649,35,20,1715.3941702550512,0.0001074095707961825
192,2.38,7.501638934848438,9.443386507663972,19.35191833421784,8.484999843910966,11.675459682202725,10.230075234913997,7.5,27908.0,0.2,73952,22.345575508437907,93.15501947208999,Somerset County,PA,1074.37,150000,0,0,0,0,3,6,20,68.83289741895251,0.0
193,2.52,0.9821340880884992,9.43384434067553,22.04444603173186,7.766448513852555,15.461022669440453,10.68160105713342,6.0,33004.0,0.7,448273,17.430895904950777,98.88081593136326,York County,PA,904.18,623000,0,4,0,0,79,25,20,495.7784954323254,8.923133893854861e-06
194,2.58,0.4157024634457471,9.908590329549169,26.161050249677892,10.271408516612071,11.900885250735572,12.882609726860723,12.8,29772.0,2.4,636084,15.309770407682006,98.57880405732577,Providence County,RI,409.5,2014000,0,3,1,20,301,33,24,1553.3186813186812,4.7163582168392855e-06
195,2.52,0.39473825734352985,8.653049810159937,22.583975993030233,7.975433728071589,21.84935411355985,11.362438557430652,9.4,27435.0,0.0,200482,17.92180844165561,99.33510240320828,Anderson County,SC,715.43,0,0,5,0,0,47,26,14,280.2258781432146,2.4939894853403298e-05
196,2.45,0.9573530935848276,12.817390403150586,19.53570318167686,14.84480257021453,6.586174733132968,15.093533008601927,8.4,38401.0,1.0,188715,27.308375062925574,95.97859205680523,Beaufort County,SC,576.28,1344000,0,7,0,3,101,26,14,327.47102103144306,3.709297088201786e-05
197,2.43,0.962486069280576,8.198170815948716,24.490435006861745,7.850938999567112,12.564818140790068,11.570095695983348,6.7,30049.0,0.3,192876,13.145233206827186,98.4342271718617,Minnehaha County,SD,807.15,525000,0,3,0,3,40,22,0,238.95930124512174,1.5554034716605486e-05
198,2.77,0.17939579496256608,8.784414093333652,22.398162987059575,9.32260147822135,12.574449254909466,11.390437008156528,10.6,26535.0,1.0,205950,9.022092740956543,93.90337460548677,Montgomery County,TN,539.18,0,0,2,0,0,27,19,21,381.9689157609704,9.7110949259529e-06
199,2.77,0.346303299146982,9.568510722082916,19.839472785077685,9.792623392266666,14.954743139083051,12.060388809423154,6.6,28127.0,0.3,324890,10.325033088122133,99.20096032503308,Rutherford County,TN,619.36,7667000,121900,6,0,1,86,23,21,524.5576078532679,1.8467789097848504e-05
200,2.71,0.5926178574093219,8.04084373434519,20.088253162937935,7.862845205231237,10.553074471600176,14.545783992922692,6.9,33497.0,0.1,187149,15.698187006075376,99.30536631240349,Sumner County,TN,529.45,7667000,121900,27,0,0,201,27,21,353.4781376900557,0.00014427007357773752
201,2.87,0.7195932078443199,17.579352114799832,25.559381099578644,10.647298802911882,8.428204032737721,8.271552193544604,2.2,51635.0,0.5,231729,13.284051629273849,99.78811456485808,Williamson County,TN,582.6,7667000,121900,5,0,10,148,33,21,397.7497425334706,2.1576928222190576e-05
202,2.95,14.770364521647586,7.319384129490722,12.424003158310304,8.441900250032901,8.172127911567312,13.089880247400973,8.7,30683.0,0.5,162124,9.357652167476745,99.33754410204537,Ector County,TX,897.69,617000,0,2,0,0,11,16,19,180.60132116877762,1.2336236460980484e-05
203,2.63,5.392191596400481,8.336285694040955,22.54835966839085,10.447814072132076,9.220222489902929,13.689506129100833,10.6,27268.0,0.4,123707,15.337854769738172,98.40591074070178,Gregg County,TX,273.3,0,0,0,0,1,8,13,19,452.6417855836077,0.0
204,2.85,1.91630717239084,8.831398251385707,18.914732651467634,6.157272878557071,10.05389213891627,21.308516494066748,8.4,27949.0,0.4,171361,13.814695292394418,98.56618483785692,Johnson County,TX,724.69,0,0,1,0,0,12,15,19,236.4611075080379,5.8356335455558735e-06
205,2.66,1.2538832305016399,6.65189813172264,24.32914218464707,10.588347279791623,13.771081939408624,11.630221268421009,14.8,24166.0,0.4,254607,14.368026016566713,98.34529294167088,McLennan County,TX,1037.1,0,0,4,0,0,44,27,19,245.4989875614695,1.5710487142930084e-05
206,2.58,4.3409569665964485,5.318988865482997,30.6500150466446,10.145200120373158,13.478031898886547,10.607884441769484,12.7,21778.0,0.5,65711,14.533335362420294,98.80233142091889,Nacogdoches County,TX,946.54,0,0,6,0,0,4,13,19,69.42231707059396,9.130891327175054e-05
207,2.89,1.6074990027921818,12.385321100917432,24.487435181491822,9.086557638611886,10.700039888312725,7.790187475069804,5.6,39092.0,1.1,100657,12.201833950942307,99.09196578479393,Rockwall County,TX,127.04,0,0,0,0,0,9,14,19,792.3252518891687,0.0
208,2.98,6.294031398633909,7.645817687658693,25.06884096842256,9.330186317634015,9.390980939098094,10.009655616350177,14.7,24120.0,0.0,66893,15.001569670967069,98.84741303275379,San Patricio County,TX,693.45,328999,0,0,0,0,2,0,19,96.46405652894946,0.0
209,2.9,3.5896749009777844,9.253554275654887,28.692524061919976,8.209754884139222,5.793995522473737,11.983123170241672,12.0,29069.0,0.5,230221,16.326920654501546,98.92972404776279,Smith County,TX,921.45,0,0,2,0,4,37,25,19,249.84643767974387,8.687304807120114e-06
210,2.85,0.984145492699804,10.617378975473908,18.89195556793716,9.707427330715966,9.638594586625386,12.162334224616847,9.3,32939.0,0.5,2084931,11.294186714092696,99.21987825976015,Tarrant County,TX,863.61,36450000,4138700,34,0,4,288,28,19,2414.2043283426547,1.6307494108917754e-05
211,2.84,6.43152480839048,6.918112141992741,25.89753933037516,10.074626865671641,10.926784993949173,12.111738604275914,13.0,27028.0,1.4,92035,16.227522138316942,98.9471396751236,Victoria County,TX,882.14,0,0,1,0,0,16,16,19,104.33151200489718,1.0865431629271472e-05
212,3.55,1.0320966552487023,16.48322110646275,23.986684402417758,8.225758651347755,8.269523684809053,13.11675959556974,6.1,26694.0,2.1,622213,7.725007352787548,99.4358844961452,Utah County,UT,2003.45,0,0,2,0,0,70,24,0,310.57076542963387,3.2143333552979445e-06
213,2.77,1.4027473265023045,11.691798290751267,21.48865721061345,7.667009709606693,10.41657344847644,11.423329902903935,4.3,36339.0,0.6,88355,17.159187369135868,98.81161224605286,Frederick County,VA,413.5,0,0,0,0,0,15,17,22,213.67593712212818,0.0
214,3.03,0.4120401337792642,15.704347826086956,20.99933110367893,7.6280936454849515,1.8969899665551841,9.97591973244147,3.1,41331.0,3.7,149960,10.273406241664443,95.9975993598293,Stafford County,VA,268.96,0,0,0,0,0,28,21,22,557.5550267697799,0.0
215,2.22,0.02905709719599012,23.385774475415626,16.693302339096324,9.613748157987587,3.2689234345488885,6.176708661090473,9.9,61158.0,18.7,160530,12.206441163645424,97.38740422350962,Alexandria city,VA,15.03,18891000,4032700,6,0,0,32,21,22,10680.638722554892,3.7376191366099795e-05
216,2.6,0.5581309532046403,12.14742037408612,24.852971701376877,6.538434927004774,12.472612375746676,9.054636868931476,6.4,34702.0,0.4,91185,14.41574820420025,97.86478039151176,Suffolk city,VA,400.17,2036000,0,0,0,0,5,13,22,227.8656570957343,0.0
217,2.45,0.4975362349389288,20.820557804841272,19.82143175638317,9.889596733788524,8.437280600059347,11.81869478012579,5.5,52804.0,14.6,2233163,13.20508176071339,99.3901475172211,King County,WA,2115.57,21381000,2595600,312,9,387,2330,45,29,1055.5845469542487,0.00013971214819518324
218,2.97,18.079971283640173,5.043310694010184,21.329454105778225,7.996183746918187,9.155228927954054,9.070213389002769,12.7,22091.0,0.2,251446,13.652633169746187,98.9389371873086,Yakima County,WA,4295.4,0,0,29,0,4,161,27,29,58.53843646691811,0.0001153329144229775
219,2.47,4.860510941335085,7.930307325336193,29.20454938292945,9.21284612991323,3.7369931206139593,12.649082172364919,13.2,26398.0,1.4,67554,19.646505018207648,98.99339787429315,Harrison County,WV,416.01,0,0,1,0,0,14,17,28,162.38551957885628,1.4802972436865322e-05
220,2.4,0.8565044687189672,10.346325719960277,26.042701092353525,7.3299404170804365,20.28301886792453,10.627689506785831,2.1,47906.0,0.2,89147,19.84250731937137,99.47726788338362,Ozaukee County,WI,233.08,3421000,0,9,0,0,46,26,27,382.4738287283336,0.00010095684655681065
221,2.47,2.9701008645533142,7.6170749279538885,21.06808357348703,10.479106628242077,18.778818443804035,10.610590778097984,6.0,32933.0,0.3,103718,17.495516689484948,99.34726855512062,Walworth County,WI,555.13,0,0,3,0,0,12,15,27,186.83551600526002,2.8924583968067258e-05
222,2.51,0.3907363697973873,11.223388095627588,23.849407585707283,8.067584305110888,18.434250192797553,10.155873898717019,2.8,46325.0,0.5,403072,18.626696967291203,99.31749166402031,Waukesha County,WI,549.57,3421000,0,11,0,3,107,28,27,733.4315919719053,2.7290409653858366e-05
223,2.71,1.5748689931987958,7.1217527037573864,20.239157096666293,7.944029434719589,17.15074144274724,11.91325677333036,12.3,25874.0,0.0,83442,18.624913113300256,98.93099398384506,Cullman County,AL,734.84,0,0,1,0,0,9,13,17,113.55124925153774,1.1984372378418542e-05
224,2.63,0.6430149011714054,12.606819685575033,20.428303838519387,8.953749522398352,7.278183156737211,9.983505269926473,5.3,37386.0,0.0,215707,15.435289536269105,99.20076770804842,Shelby County,AL,784.93,1452000,0,7,0,0,88,27,17,274.81049265539605,3.245142716740764e-05
225,2.45,3.4896469630047298,6.5814616420762455,18.554020612097855,6.2274848855057465,25.06030135012373,10.61930269711493,17.0,24571.0,0.7,79828,18.06634263666884,96.13043042541464,Talladega County,AL,736.78,0,0,1,0,0,7,13,17,108.34713211542116,1.2526932905747356e-05
226,2.68,1.0143916178686652,7.529556924259434,29.068438565085913,11.958291614834593,15.031807194797578,9.145706281541713,10.5,26818.0,0.2,208911,13.150097409901823,99.17333218451876,Tuscaloosa County,AL,1321.76,0,0,0,0,2,30,23,17,158.05516886575475,0.0
227,3.27,4.698332396477422,7.914090312909875,24.10296046468053,9.307663481356569,2.042345887202548,12.415682967959528,7.1,30614.0,1.2,107610,12.128055013474588,97.79574388997305,Matanuska-Susitna Borough,AK,24607.9,0,0,0,0,0,3,5,24,4.372985911028572,0.0
228,3.22,1.82964589314868,1.581939987614705,40.0945786184766,11.490176208973713,1.632607104655745,7.898440578731067,29.4,14605.0,0.4,71818,15.221810688128324,99.06290902002284,Apache County,AZ,11197.52,0,0,0,0,0,33,20,21,6.413741614214576,0.0
229,2.28,0.8742702940852517,6.6527150567243085,23.42769027425928,18.040257737636303,4.710045159158498,13.567022799867823,11.2,25450.0,0.6,209550,30.443330947267967,98.34788833214027,Mohave County,AZ,13311.08,0,0,0,0,0,7,12,21,15.742524273011657,0.0
230,2.51,0.9935611078591452,12.389475954280783,24.569456853261038,12.05344764604138,6.660930492533437,11.46655341023621,11.1,29410.0,2.1,1039073,19.781767017331795,97.89369948020979,Pima County,AZ,9187.04,1749000,0,29,0,2,217,26,21,113.10204374858495,2.7909492403324888e-05
231,2.84,3.6000196454005207,10.013628996611168,21.953735081773978,10.115539511811797,9.546436815480577,13.55962379058003,8.8,23958.0,0.2,447138,20.312520966681426,94.00050990969231,Pinal County,AZ,5365.61,752000,0,0,0,5,65,28,21,83.33404775971418,0.0
232,2.76,10.546343759807511,8.490689402657182,23.30656972486662,10.793493043205357,5.3601318129511455,9.345904383303694,16.3,21484.0,0.7,212128,18.846639764670385,96.80805928496002,Yuma County,AZ,5513.99,0,0,1,0,0,12,15,21,38.47087136538151,4.714134861970131e-06
233,2.45,0.4199851332696187,10.815015397685036,27.851757459912925,10.293617925029203,7.931931613040247,10.459275777848573,12.9,33539.0,0.7,392680,15.560761943567279,98.61210145665682,Pulaski County,AR,759.76,1029000,0,11,0,0,107,24,0,516.8474255027903,2.801263115004584e-05
234,2.54,1.7786064258769458,8.689242509647489,24.319472748558297,7.710185145037506,12.933269739409445,12.634089233837747,11.7,28059.0,0.8,236961,11.361363262308988,99.18763003194618,Washington County,AR,941.97,755000,0,0,0,0,22,21,0,251.55896684607788,0.0
235,2.99,0.4065086979185099,12.843543437806726,20.626632428041198,11.673863696120007,9.108526085557775,10.096035705423855,10.5,34115.0,5.7,10105518,13.615917561079009,99.30010515047323,Los Angeles County,CA,4057.88,42057000,12570600,457,1,53,3518,42,33,2490.3442191489153,4.522281787039516e-05
236,2.52,7.706285831285831,8.422911547911548,17.698095823095823,9.74099099099099,6.431715806715808,17.124795249795252,14.9,26939.0,0.0,87606,21.77019838823825,98.75008561057464,Mendocino County,CA,3506.34,0,0,0,0,0,4,0,33,24.985027122298465,0.0
237,3.02,0.6489933260210816,14.738339127363314,19.231593884974558,11.11313540679048,11.60175494041754,10.494444547724836,7.3,41722.0,2.1,3185968,14.790669586135206,99.45533037368862,Orange County,CA,790.57,9373000,0,25,1,14,606,33,33,4029.963191115271,7.846908694625934e-06
238,2.68,0.9238952400517472,11.73580149577751,23.138467688651748,8.880831949896448,6.0014324818024845,11.29550767044035,5.7,42384.0,1.1,393149,19.52160631211068,99.44702898900923,Placer County,CA,1407.01,5768000,132700,8,0,5,78,25,33,279.4216103652426,2.034851926368883e-05
239,2.79,0.9018415768190344,11.822961901653493,22.30830507443201,9.983736149450404,5.17220873047923,11.220397302634854,10.1,32748.0,2.3,1540975,14.110806469929752,99.14794204967636,Sacramento County,CA,964.64,5768000,132700,32,2,29,224,37,33,1597.4612290595455,2.076607342753776e-05
240,2.86,1.4642465924374992,9.886437693256976,23.653498615713843,8.562699612214997,8.798883327093646,11.362701461011195,5.3,35820.0,3.3,446610,15.80730391169029,97.34040885784016,Solano County,CA,821.77,0,0,2,0,6,49,27,35,543.4732346033562,4.478180067620519e-06
241,2.42,0.8017613825191094,10.702268195413758,25.381148222000665,8.005151213027585,14.694458291791296,10.683574277168496,3.6,43008.0,1.1,181111,20.924736763642183,99.24466211328964,Litchfield County,CT,920.56,3194000,0,44,0,3,131,25,29,196.74002780915964,0.0002429449343220456
242,2.34,0.7414262141551086,13.06136556214601,28.944610444632744,7.022922891673727,7.845738750390224,8.504660393346118,4.1,46596.0,0.8,162682,19.941972682902843,98.65934768443958,Middlesex County,CT,369.3,0,0,30,0,0,66,22,29,440.5144868670458,0.0001844088467070727
243,2.56,3.4876773711725164,8.375653472740849,22.572815533980584,11.258401792382374,2.3226288274831965,13.360716952949964,7.6,26521.0,0.0,70503,18.40772733075188,93.39318894231451,Columbia County,FL,797.57,0,0,0,0,0,3,12,18,88.39725666712638,0.0
244,2.48,0.4137633790675957,11.512104015516126,23.5931326772502,9.049637238704118,5.256806263917822,14.10099849148768,10.8,24769.0,0.7,190865,27.58127472297173,98.998768763262,Hernando County,FL,472.54,0,0,2,0,0,24,20,18,403.9128962627502,1.0478610536242894e-05
245,2.49,1.4353607604051652,13.422303297969373,24.999599955194977,9.349847182884485,6.2134959115420925,12.062150960907626,7.4,41432.0,0.3,160912,31.333275330615486,97.9603758576116,Martin County,FL,543.46,0,0,4,0,0,29,20,18,296.0880285577595,2.485830764641543e-05
246,2.33,1.142842598248829,9.58562410914274,16.030340052942375,22.917939319894113,2.0336998574628384,8.773671350030543,8.2,50988.0,0.6,75027,22.62118970503952,97.6808348994362,Monroe County,FL,983.28,0,0,3,0,0,27,21,18,76.3027825237979,3.998560518213443e-05
247,2.94,0.2749753902004632,13.819753845103357,19.6377665113262,17.477652025969743,4.63090990821825,11.593491632668155,11.4,29830.0,1.7,1380645,11.942534105436227,99.1834251382506,Orange County,FL,903.43,21392000,3151900,21,0,2,392,28,18,1528.225761818846,1.5210282150733895e-05
248,2.59,0.4911345297096134,13.167594067023316,23.150865076667085,9.51763253475515,5.738401531552486,14.28942047914691,8.7,28478.0,0.6,539630,22.632915145562702,98.75229323795936,Pasco County,FL,746.89,10971000,463500,3,0,2,43,25,18,722.5026442983572,5.559364749921242e-06
249,2.29,0.4410001232783064,14.494166694684465,21.311457037510227,13.882258010288133,5.511661007071692,14.101917538020153,6.1,40365.0,0.7,426718,36.80791529769075,99.11909035944113,Sarasota County,FL,555.87,1449000,0,17,0,1,82,26,18,767.657905625416,3.9838956875500914e-05
250,1.9,1.7363234794427456,10.21406727828746,14.209989806320081,14.719673802242609,4.084267753992524,13.910975195378866,5.5,33441.0,0.1,128754,56.816875592214615,92.84294080183916,Sumter County,FL,546.93,0,0,11,0,0,52,23,18,235.4122099720257,8.543423893626606e-05
251,2.7,1.168689980068853,6.652775261218821,18.155462946185907,14.398743733768196,13.80986893760947,10.291719514404782,4.1,27571.0,0.0,67420,17.90121625630377,99.19756748739245,Catoosa County,GA,162.16,503000,0,0,0,0,4,6,18,415.7622101628022,0.0
252,2.79,0.10752087580640657,8.953556567151674,16.857039126427793,11.72675733795068,13.307453849805903,12.557600469182004,8.3,31800.0,0.6,145864,14.223523281961276,99.57357538529041,Coweta County,GA,440.89,45711000,6133500,3,0,2,42,23,18,330.83989203656245,2.056710360335655e-05
253,2.85,0.10756894191277136,10.47574809309603,22.81194993154704,11.463426559749658,8.468609426950911,9.29493448073538,9.2,29480.0,1.1,90594,14.135593968695495,99.07499392895777,Rockdale County,GA,129.79,45711000,6133500,6,0,0,45,21,18,698.0044687572232,6.622955162593549e-05
254,2.84,0.43744731266091,7.858103027955616,17.885215647854913,8.808183910141029,10.674170103210226,11.526281014330955,9.2,26850.0,0.4,93503,15.047645530089946,99.11767536870475,Walton County,GA,325.68,0,0,3,0,0,12,15,18,287.10083517563254,3.2084532047100095e-05
255,3.06,0.6616830730515876,9.43379468581156,22.34327584930797,15.0837941571418,3.1250726920921577,10.972435158653795,5.0,35958.0,7.2,980080,17.714064158027913,95.12815280385277,Honolulu County,HI,600.74,7190000,2303900,6,0,3,157,29,27,1631.4545394014049,6.121949228634397e-06
256,2.78,2.5845695806170115,6.973461321287407,27.66541758636621,9.17304039833684,8.541655972486014,11.17499101688825,7.7,23890.0,1.7,87138,14.166035483945008,98.83977139709428,Bannock County,ID,1111.99,0,0,0,0,0,4,0,27,78.36221548754935,0.0
257,2.46,2.1050275799423392,9.520675083266411,20.997617198299125,10.751569884546015,10.601492871341874,13.450323192164399,7.8,30304.0,0.1,161505,18.91768056716511,99.30095043497109,Kootenai County,ID,1244.13,0,0,0,0,0,30,20,27,129.813604687613,0.0
258,2.37,2.312290859871414,6.718802872504418,23.062751438132118,10.442907094785124,14.918975824341093,13.176298078730685,13.5,30651.0,0.0,109430,19.04505163117975,97.18724298638399,LaSalle County,IL,1135.12,0,0,1,0,0,6,10,31,96.40390443301149,9.138261902586128e-06
259,2.49,1.1518722238843755,7.458976778440082,29.52406158661481,8.859404846838967,6.785804699546616,11.185013003152976,7.0,33210.0,0.8,172828,13.150646885921265,99.39650982479692,McLean County,IL,1183.38,177000,0,3,0,0,18,20,31,146.04607142253545,1.7358298423866502e-05
260,2.27,1.4895453813850723,8.139824122441214,20.483443805510444,9.13626852786679,15.796789722429507,12.239731940359654,10.5,29140.0,0.8,143477,18.75492239174223,98.13837757968176,Rock Island County,IL,427.64,353000,0,4,0,0,17,16,31,335.50883921055095,2.787903287634952e-05
261,2.67,1.973589985964309,14.903612042049785,23.66589327146172,6.0038383317578985,13.282346538340347,7.582137435192346,4.2,42034.0,0.9,66999,13.062881535545307,98.52236600546276,Boone County,IN,422.91,4567000,0,5,0,1,29,18,28,158.42377810881746,7.462797952208243e-05
262,2.51,0.9935581341670688,8.33036070252009,30.05749417714082,10.856747172503514,18.29636779486749,9.587258954613171,7.9,26222.0,3.0,193048,11.599187766773033,99.06758940781569,Tippecanoe County,IN,499.81,0,0,2,0,0,18,19,28,386.24277225345634,1.036011769093697e-05
263,2.23,1.0737660212707936,5.437005726752113,29.697300245432235,7.9117807472048,23.07062994273248,10.65584946823016,12.5,24787.0,0.2,65936,18.874363018684786,97.77663188546472,Wayne County,IN,401.74,0,0,1,0,0,3,10,28,164.1260516752128,1.516622179082747e-05
264,2.41,1.0052385671810846,10.273921263252577,23.938336484246825,6.940893304794662,17.054076338166585,11.277494149295,5.9,34843.0,0.3,225909,16.11135457197367,99.172233067297,Linn County,IA,716.88,596000,0,22,0,0,94,21,0,315.1280549045865,9.738434502388129e-05
265,2.54,1.7824470282712626,6.085108894528714,21.684471463141122,8.868952763186371,16.299750142635116,15.544275905487027,9.7,29277.0,0.5,102539,15.407796058085214,99.07839943826252,Woodbury County,IA,872.83,0,0,0,0,0,4,8,0,117.47877593574923,0.0
266,2.31,0.9410872487848599,11.320624633734358,26.043641628460136,13.337240166844776,8.54562377193285,11.834258333620602,13.0,32795.0,0.0,65346,20.49092522878217,98.11924218773909,McCracken County,KY,248.74,0,0,2,0,0,8,12,26,262.7080485647664,3.06063110213326e-05
267,2.64,2.0346850212211294,11.37992973978286,24.778648524058557,10.461142284887693,7.5776121063758755,12.408399434103227,16.2,26991.0,1.2,154475,14.7933322544101,96.5496034957113,Ouachita Parish,LA,610.41,0,0,9,0,0,80,22,29,253.06761029471997,5.8261854669040296e-05
268,2.33,0.4986057505863234,9.024764085612453,26.710494727705857,8.742220826946873,11.370057801333306,12.670126128788016,10.1,27378.0,0.3,107679,17.916213932150193,98.86978890962955,Androscoggin County,ME,467.93,0,0,1,0,1,11,16,19,230.11775265531168,9.286861876503311e-06
269,2.63,0.3455490959154325,15.791661838975484,18.817431486542667,9.269848626323071,4.9641160554241655,10.871165393292122,5.1,46407.0,4.3,576031,14.723339542489901,95.63079070397256,Anne Arundel County,MD,414.9,12695000,604300,32,0,2,158,26,22,1388.361050855628,5.555256574732957e-05
270,2.43,1.9981589995734268,6.894771109764037,26.37120854942637,7.031723580521318,21.60032329763589,12.199995509755054,5.9,27702.0,0.0,98266,18.41125109396943,96.78220340707877,Lenawee County,MI,749.56,0,0,0,0,0,22,19,28,131.09824430332463,0.0
271,2.42,2.0790931340976417,7.260079866031172,32.969212933144405,10.501094937524153,11.928378204302463,10.903001416977975,9.6,29377.0,1.8,67427,14.010707876666615,99.02857905586781,Blue Earth County,MN,747.84,0,0,0,0,0,9,14,25,90.16233418913136,0.0
272,2.6,0.7597357291137278,11.843091314721818,22.89974417062183,7.224380453601855,10.639315031914071,11.79571550394942,3.8,41303.0,3.6,425423,13.923318673414464,99.58088772821405,Dakota County,MN,562.17,16845000,1477300,5,0,2,48,25,25,756.7515164452035,1.1753008182444296e-05
273,2.56,0.4961486897803926,11.050040641967142,28.198135747689037,9.487700086913993,11.658438574329054,9.802279468944963,9.8,35257.0,6.3,550210,14.434488649788262,99.26882463059559,Ramsey County,MN,152.21,16845000,1477300,7,0,5,66,31,25,3614.808488272781,1.2722415077879355e-05
274,2.87,0.9908520023467547,8.602594467742987,22.383259816170877,9.16755394276526,10.460441972143151,12.056452489081073,6.9,28567.0,0.0,182001,12.622458118361989,99.24121296036837,DeSoto County,MS,476.15,2180000,0,3,0,0,94,26,25,382.23458994014493,1.6483425915242224e-05
275,2.45,0.644334401398194,9.531022429362071,20.043110981648702,20.143314884940285,7.430235945237403,10.569181473929508,16.5,26203.0,0.1,206650,14.995402855068955,96.62279216065815,Harrison County,MS,573.99,272000,0,5,0,0,49,25,25,360.02369379257476,2.4195499637067506e-05
276,2.66,0.2786439328600809,7.965046298490205,27.795206187032644,10.397967984380776,7.407758432770042,11.461364217948839,14.1,22305.0,0.4,237085,14.036737878819833,99.02313516249448,Hinds County,MS,869.74,486000,0,4,0,0,109,25,25,272.5929588152781,1.6871586139991986e-05
277,2.47,1.4206013938648556,7.9585761902215575,20.375024508493304,9.664367324385504,17.726324795465484,14.838778674937167,14.0,24250.0,0.4,120636,15.500348154779667,99.31529559998673,Jasper County,MO,638.49,0,0,0,0,0,7,12,15,188.9395292017103,0.0
278,2.59,0.8404244143292362,10.751304408726408,21.079770283993405,8.897993486710789,10.250551528521903,11.293203067549115,6.5,31927.0,0.2,224347,15.076644662063675,99.28191596054329,Jefferson County,MO,656.63,0,0,3,0,0,38,21,15,341.66425536451277,1.3372142261764142e-05
279,2.61,0.6412915468714985,11.178975173196397,21.374318776730405,9.317560898857119,13.269251858315096,10.78704829473664,3.8,38203.0,0.1,399182,14.95282853435275,99.4917105480708,St. Charles County,MO,560.44,7451000,136100,17,0,0,93,22,15,712.265362929127,4.258709060027757e-05
280,2.32,3.8840323116078346,7.827081258529747,29.83659769097414,7.6463428128803805,10.150861274021617,10.36479657703515,14.2,23478.0,0.0,66692,17.008036945960537,90.03328735080669,St. Francois County,MO,451.89,0,0,1,0,0,6,12,15,147.58458916993075,1.4994302165177232e-05
281,2.63,3.759459186762183,9.875895469680152,21.18454242760569,13.643426495812733,6.669357279790133,13.13490061547775,8.3,32619.0,0.0,102106,19.546353789199454,99.38789101521948,Flathead County,MT,5087.66,306000,0,1,0,0,14,16,24,20.06934425649513,9.793743756488356e-06
282,2.35,1.4641594678826162,7.7412202723336625,34.414022464389554,11.311677717584555,9.150996674266349,10.472923508126083,5.5,37316.0,0.9,89786,20.75490611008398,98.89849196979485,Grafton County,NH,1708.75,0,0,0,0,3,34,27,25,52.54484272128749,0.0
